simulation_name,empty_cells,seed_cells,watered_cells,total_changes,total_tasks,total_reloads,drone0_threshold,drone0_speciality,drone1_threshold,drone1_speciality,drone2_threshold,drone2_speciality,drone3_threshold,drone3_speciality,drone4_threshold,drone4_speciality,drone5_threshold,drone5_speciality
01-14-09-54-01,19,25,20,53,83,39,15.67,2,5.00,3,21.00,2,7.67,3,5.00,2,5.00,1
01-14-09-54-01,20,24,20,54,85,39,13.67,3,5.67,3,21.00,2,8.33,3,5.00,2,6.33,1
01-14-09-54-01,21,23,20,54,87,42,7.00,3,7.00,3,16.33,1,9.67,3,5.00,2,8.33,1
01-14-09-54-01,21,22,21,56,90,42,9.00,3,9.00,3,16.33,1,5.00,3,5.00,2,8.33,1
01-14-09-54-01,19,22,23,59,92,43,10.33,3,10.33,3,16.33,1,6.33,3,6.33,2,8.33,1
01-14-09-54-01,19,21,24,60,92,45,11.67,3,11.67,3,16.33,1,7.67,3,6.33,2,8.33,1
01-14-09-54-01,20,21,23,60,96,46,11.67,3,11.67,3,17.00,1,7.67,3,6.33,2,5.00,1
01-14-09-54-01,20,21,23,62,98,47,13.00,3,13.00,3,17.67,1,9.00,3,7.00,2,5.67,1
01-14-09-54-01,19,20,25,64,100,48,14.33,3,10.33,3,17.67,1,10.33,3,8.33,2,5.67,1
01-14-09-54-01,18,20,26,65,102,49,15.67,3,11.67,3,17.67,1,11.67,3,5.00,2,5.67,1
01-14-09-54-01,18,21,25,65,105,51,15.67,3,11.67,3,18.33,1,11.67,3,5.67,2,5.00,1
01-14-09-54-01,18,21,25,67,108,51,16.33,3,12.33,3,19.00,1,7.67,2,7.67,2,5.67,1
01-14-09-54-01,19,21,24,69,111,52,17.00,3,13.00,3,9.00,1,5.00,2,9.67,2,7.67,1
01-14-09-54-01,19,20,25,72,112,52,17.67,3,13.67,3,9.00,1,5.00,2,9.67,2,7.67,1
01-14-09-54-01,20,20,24,72,113,53,17.67,3,13.67,3,9.67,1,5.00,2,9.67,2,8.33,1
01-14-09-54-01,20,20,24,74,116,55,19.00,3,15.00,3,10.33,1,5.67,2,10.33,2,7.00,3
01-14-09-54-01,20,19,25,75,118,55,15.67,3,15.67,3,10.33,1,5.67,2,10.33,2,7.67,3
01-14-09-54-01,20,17,27,78,118,57,17.67,3,13.67,3,10.33,1,5.67,2,10.33,2,9.00,1
01-14-09-54-01,20,17,27,78,120,58,17.67,3,13.67,3,10.33,1,5.67,2,10.33,2,9.00,1
01-14-09-54-01,21,15,28,79,122,60,11.67,3,15.67,3,5.00,1,5.67,2,10.33,2,11.00,1
01-14-09-54-01,20,16,28,81,125,60,11.67,3,15.67,3,5.00,1,6.33,2,11.00,2,11.00,1
01-14-09-54-01,19,17,28,82,128,61,13.67,3,17.67,3,5.67,1,5.00,3,12.33,2,11.67,1
01-14-09-54-01,19,17,28,83,131,62,10.33,3,18.33,3,6.33,1,5.67,3,9.00,2,12.33,1
01-14-09-54-01,19,19,26,85,135,63,10.33,3,18.33,3,7.67,1,5.67,3,10.33,2,13.67,1
01-14-09-54-01,19,20,25,87,137,63,10.33,3,18.33,3,5.00,1,5.67,3,11.67,2,9.67,2
01-14-09-54-01,21,19,24,88,138,65,11.00,3,19.00,3,6.33,1,6.33,3,11.67,2,9.67,2
01-14-09-54-01,21,19,24,89,139,66,11.00,3,19.00,3,6.33,1,6.33,3,11.67,2,9.67,2
01-14-09-54-01,20,19,25,91,142,66,11.67,3,19.67,3,6.33,1,5.00,3,12.33,2,6.33,2
01-14-09-54-01,20,20,24,92,143,67,11.67,3,19.67,3,7.00,1,5.00,3,9.00,2,7.00,2
01-14-09-54-01,20,19,25,94,145,69,12.33,3,20.33,3,7.00,1,5.67,3,9.00,2,7.00,2
01-14-09-54-01,21,19,24,94,149,69,9.00,3,21.00,3,9.67,1,6.33,3,9.67,2,7.67,2
01-14-09-54-01,21,21,22,95,153,70,9.00,3,21.00,3,5.00,1,6.33,3,11.67,2,5.00,2
01-14-09-54-01,20,21,23,98,155,70,9.67,3,17.67,3,5.00,1,7.00,3,12.33,2,5.67,2
01-14-09-54-01,20,19,25,99,156,72,11.67,3,19.67,3,5.00,1,6.33,3,12.33,2,5.67,2
01-14-09-54-01,22,19,23,99,161,74,11.67,3,19.67,3,5.00,1,6.33,3,12.33,2,5.67,2
01-14-09-54-01,23,16,25,102,163,74,7.67,3,22.33,2,5.00,1,7.67,2,6.33,3,5.67,2
01-14-09-54-01,25,15,24,105,164,74,8.33,3,22.33,2,7.00,1,7.67,2,7.00,3,5.67,2
01-14-09-54-01,26,15,23,105,166,75,8.33,3,22.33,2,7.67,1,7.67,2,7.00,3,5.67,2
01-14-09-54-01,27,16,21,106,168,78,8.33,3,23.00,2,9.67,1,5.00,2,7.00,3,6.33,2
01-14-09-54-01,26,18,20,108,172,78,8.33,3,24.33,3,6.33,1,5.67,2,7.00,3,8.33,2
01-14-09-54-01,26,18,20,110,175,78,9.00,3,21.67,2,7.00,1,6.33,2,7.67,3,9.00,2
01-14-09-54-01,27,19,18,111,177,79,9.00,3,22.33,2,5.67,1,7.00,2,7.67,3,9.67,2
01-14-09-54-01,27,20,17,113,179,81,9.00,3,23.00,2,7.67,1,7.67,2,7.67,3,7.00,1
01-14-09-54-01,27,20,17,115,181,81,9.00,3,23.00,2,7.67,1,7.67,2,7.67,3,7.00,1
01-14-09-54-01,28,21,15,116,183,82,9.00,3,24.33,2,9.67,1,9.00,2,6.33,2,9.00,1
01-14-09-54-01,28,20,16,117,184,85,9.67,3,24.33,2,9.67,1,9.00,2,6.33,2,9.00,1
01-14-09-54-01,26,22,16,120,186,86,9.67,3,21.67,2,9.67,1,10.33,2,7.67,2,9.00,1
01-14-09-54-01,25,22,17,122,187,87,10.33,3,23.00,2,9.67,1,11.67,2,9.00,3,9.00,1
01-14-09-54-01,25,23,16,123,190,88,10.33,3,25.00,2,11.67,1,13.00,3,5.00,2,11.00,1
01-14-09-54-01,26,22,16,124,193,89,7.00,3,25.00,2,8.33,1,13.67,2,5.00,2,11.67,1
01-14-09-54-01,26,22,16,127,194,89,7.67,3,25.67,2,9.00,1,10.33,3,5.67,2,12.33,1
01-14-09-54-01,27,22,15,128,197,89,7.67,3,25.67,2,9.67,1,10.33,3,5.67,2,13.00,2
01-14-09-54-01,28,21,15,130,197,91,8.33,3,25.67,2,11.00,1,11.00,3,5.67,2,13.00,2
01-14-09-54-01,28,21,15,131,199,92,8.33,3,25.67,2,11.00,1,11.00,3,5.67,2,13.00,2
01-14-09-54-01,27,20,17,133,200,94,5.00,3,26.33,2,11.00,1,6.33,3,5.00,2,13.67,2
01-14-09-54-01,26,21,17,133,202,97,5.00,3,27.00,2,11.00,1,6.33,3,5.67,2,10.33,2
01-14-09-54-01,23,24,17,134,206,97,5.00,3,31.00,3,11.00,1,6.33,3,10.33,2,7.00,2
01-14-09-54-01,21,24,19,138,208,98,6.33,3,28.33,3,11.00,1,7.67,3,11.67,2,8.33,2
01-14-09-54-01,21,24,19,138,208,100,6.33,3,28.33,3,11.00,1,7.67,3,11.67,2,8.33,2
01-14-09-54-01,21,25,18,139,212,102,6.33,3,28.33,3,11.67,1,7.67,3,13.00,2,9.67,2
01-14-09-54-01,20,25,19,140,217,102,7.67,3,29.67,3,11.67,1,9.00,3,6.33,2,11.00,2
01-14-09-54-01,20,23,21,144,217,102,7.00,3,32.33,2,12.33,1,12.33,3,7.00,2,11.67,2
01-14-09-54-01,20,23,21,145,218,104,7.00,3,32.33,2,12.33,1,12.33,3,7.00,2,11.67,2
01-14-09-54-01,23,23,18,145,222,104,7.00,3,32.33,2,14.33,1,12.33,3,7.00,2,11.67,2
01-14-09-54-01,24,23,17,146,226,105,7.67,3,33.00,2,17.00,3,9.00,3,7.67,2,8.33,1
01-14-09-54-01,24,24,16,149,227,105,7.67,3,29.67,2,17.00,3,9.00,3,8.33,2,10.33,1
01-14-09-54-01,24,25,15,151,228,106,7.67,3,30.33,2,15.67,1,9.00,3,9.00,2,11.00,1
01-14-09-54-01,25,25,14,151,230,108,7.67,3,30.33,2,17.00,3,9.00,3,9.00,2,13.00,1
01-14-09-54-01,25,24,15,153,232,109,8.33,3,30.33,2,13.67,3,9.67,3,9.00,2,13.00,1
01-14-09-54-01,23,25,16,154,236,109,9.00,3,25.00,2,14.33,3,6.33,3,11.67,2,13.00,1
01-14-09-54-01,21,26,17,157,236,111,9.67,3,27.00,2,15.00,3,7.00,3,13.67,2,6.33,2
01-14-09-54-01,20,27,17,158,239,114,9.67,3,27.67,2,15.00,3,7.00,3,14.33,2,7.00,2
01-14-09-54-01,19,29,16,159,242,114,9.67,3,18.33,2,15.00,3,7.00,3,17.00,2,7.00,2
01-14-09-54-01,17,30,17,161,245,115,11.00,3,20.33,2,16.33,3,8.33,3,11.67,3,9.00,2
01-14-09-54-01,17,30,17,162,247,116,11.67,3,21.67,2,17.00,3,5.00,3,12.33,3,10.33,2
01-14-09-54-01,17,29,18,164,248,117,13.00,3,21.67,2,18.33,3,5.00,3,13.67,3,10.33,2
01-14-09-54-01,18,28,18,165,251,117,15.00,3,21.67,2,19.67,1,7.00,3,5.00,3,10.33,2
01-14-09-54-01,19,26,19,166,253,119,19.00,3,21.67,2,20.33,1,7.00,3,5.00,3,7.67,1
01-14-09-54-01,19,26,19,169,255,120,21.00,3,22.33,2,21.67,1,5.00,3,7.00,3,7.00,2
01-14-09-54-01,17,28,19,171,257,120,21.00,3,23.67,2,21.67,1,5.00,3,7.00,3,8.33,2
01-14-09-54-01,18,28,18,172,258,122,21.00,3,23.67,2,18.33,1,5.00,3,7.00,3,8.33,2
01-14-09-54-01,19,28,17,172,259,124,21.00,3,23.67,2,19.67,1,5.00,3,7.00,3,8.33,2
01-14-09-54-01,19,28,17,173,263,125,21.00,3,23.67,2,19.67,1,5.00,3,7.00,3,8.33,2
01-14-09-54-01,19,24,21,173,267,125,12.33,3,23.67,2,19.67,1,8.33,3,6.33,3,8.33,2
01-14-09-54-01,19,20,25,176,268,126,17.00,3,23.67,2,19.67,1,7.67,3,11.00,3,8.33,2
01-14-09-54-01,19,19,26,177,271,127,18.33,3,23.67,2,19.67,1,9.00,3,5.00,3,8.33,2
01-14-09-54-01,20,17,27,179,271,128,22.33,3,23.67,2,20.33,1,5.00,3,9.00,3,7.67,1
01-14-09-54-01,20,18,26,180,275,128,22.33,3,24.33,2,21.00,1,5.00,3,9.00,3,5.00,2
01-14-09-54-01,20,20,24,182,278,129,22.33,3,25.67,2,23.00,1,5.00,3,9.00,3,6.33,2
01-14-09-54-01,20,21,23,182,282,130,22.33,3,27.00,2,23.67,1,5.00,3,9.00,3,7.67,2
01-14-09-54-01,19,23,22,184,283,132,22.33,3,31.00,2,9.00,2,5.00,3,9.00,3,11.67,2
01-14-09-54-01,20,22,22,186,286,132,19.00,3,26.33,1,9.00,2,5.67,3,9.67,3,11.67,2
01-14-09-54-01,18,24,22,187,288,133,19.00,3,26.33,1,10.33,2,5.67,3,9.67,3,13.00,2
01-14-09-54-01,18,26,20,190,290,134,19.00,3,29.00,1,13.67,2,5.67,3,9.67,3,5.00,2
01-14-09-54-01,19,26,19,191,293,135,19.00,3,31.00,1,13.67,2,5.67,3,5.00,1,5.00,2
01-14-09-54-01,21,25,18,192,296,137,19.67,3,23.00,1,13.67,2,5.00,3,7.00,1,5.00,2
01-14-09-54-01,20,25,19,194,296,139,16.33,3,23.00,1,10.33,2,5.67,3,7.00,1,5.67,2
01-14-09-54-01,21,25,18,194,300,140,16.33,3,23.67,1,10.33,2,5.67,3,7.67,1,5.67,2
01-14-09-54-01,20,24,20,196,301,141,17.67,3,23.67,1,11.00,2,7.00,3,7.67,1,6.33,2
01-14-09-54-01,20,23,21,198,303,143,18.33,3,23.67,1,11.00,2,7.67,3,7.67,1,6.33,2
01-14-09-54-01,20,21,23,198,305,144,13.00,3,23.67,1,11.00,2,6.33,3,7.67,1,6.33,2
01-14-09-54-01,20,21,23,200,308,144,13.67,3,24.33,1,11.67,2,7.00,3,8.33,1,7.00,2
01-14-09-54-01,21,19,24,201,311,145,5.00,3,25.00,1,11.67,2,7.00,3,9.00,1,7.00,2
01-14-09-54-01,22,17,25,202,313,147,7.00,3,21.67,1,11.67,2,9.00,3,9.67,1,7.00,2
01-14-09-54-01,22,16,26,203,316,148,8.33,3,21.67,1,11.67,2,5.00,3,9.67,1,7.00,2
01-14-09-54-01,21,17,26,205,318,148,9.00,3,15.00,1,13.00,2,5.67,3,11.00,1,8.33,2
01-14-09-54-01,22,18,24,206,322,149,9.00,3,17.00,1,13.67,2,5.67,3,13.00,1,9.00,2
01-14-09-54-01,24,18,22,206,324,151,9.00,3,18.33,1,13.67,2,5.67,3,10.33,1,9.00,2
01-14-09-54-01,24,20,20,208,327,152,9.00,3,20.33,1,11.00,2,5.67,3,12.33,1,10.33,2
01-14-09-54-01,23,20,21,211,328,153,9.67,3,20.33,1,11.67,2,6.33,3,12.33,1,11.00,2
01-14-09-54-01,24,20,20,211,329,154,9.67,3,17.00,1,11.67,2,6.33,3,13.00,1,11.00,2
01-14-09-54-01,26,20,18,211,334,155,9.67,3,11.00,1,11.67,2,6.33,3,15.00,1,11.00,2
01-14-09-54-01,27,18,19,215,335,155,7.00,3,12.33,1,11.67,2,7.67,3,13.00,3,11.00,2
01-14-09-54-01,27,17,20,216,336,156,8.33,3,12.33,1,11.67,2,9.00,3,14.33,3,11.00,2
01-14-09-54-01,28,17,19,216,337,158,8.33,3,13.00,1,11.67,2,9.00,3,14.33,3,11.00,2
01-14-09-54-01,27,17,20,217,340,159,9.00,3,13.00,1,12.33,2,9.67,3,15.00,3,7.67,2
01-14-09-54-01,24,18,22,219,345,159,11.00,3,13.00,1,14.33,2,11.67,3,13.00,3,9.67,2
01-14-09-54-01,22,21,21,219,347,161,11.00,3,9.67,1,12.33,2,11.67,3,13.00,3,11.67,2
01-14-09-54-01,24,21,19,219,351,163,11.00,3,5.00,1,12.33,2,11.67,3,13.00,3,11.67,2
01-14-09-54-01,22,22,20,223,353,163,11.67,3,5.00,1,14.33,2,12.33,3,13.67,3,13.67,2
01-14-09-54-01,20,24,20,225,354,163,11.67,3,5.00,1,17.67,2,12.33,3,6.33,2,17.00,2
01-14-09-54-01,21,24,19,225,355,167,11.67,3,5.00,1,17.67,2,12.33,3,6.33,2,17.00,2
01-14-09-54-01,21,25,18,226,361,167,11.67,3,5.67,1,18.33,2,12.33,3,7.00,2,17.67,2
01-14-09-54-01,22,22,20,229,361,167,9.67,3,6.33,1,18.33,2,14.33,3,7.00,2,17.67,2
01-14-09-54-01,22,22,20,230,364,168,9.67,3,6.33,1,18.33,2,14.33,3,7.00,2,17.67,2
01-14-09-54-01,24,21,19,230,367,169,11.00,3,7.67,1,18.33,2,15.67,3,7.00,2,17.67,2
01-14-09-54-01,26,19,19,232,370,170,9.00,3,9.67,1,18.33,2,17.00,2,7.00,2,17.67,2
01-14-09-54-01,27,18,19,234,372,171,5.00,3,11.67,1,18.33,2,17.00,2,7.00,2,17.67,2
01-14-09-54-01,27,19,18,235,375,171,5.00,3,13.00,1,19.00,2,17.67,2,5.00,2,18.33,2
01-14-09-54-01,26,21,17,238,375,172,5.00,3,13.67,1,21.00,2,19.00,3,5.00,2,20.33,2
01-14-09-54-01,27,21,16,239,377,174,5.00,3,10.33,1,21.00,2,19.00,3,5.00,2,20.33,2
01-14-09-54-01,27,20,17,240,379,175,5.67,3,10.33,1,21.00,2,19.67,2,5.00,2,20.33,2
01-14-09-54-01,27,18,19,243,379,176,7.67,3,10.33,1,21.00,2,17.67,3,5.00,2,20.33,2
01-14-09-54-01,26,19,19,244,381,178,7.67,3,10.33,1,21.67,2,17.67,3,5.67,2,21.00,2
01-14-09-54-01,26,19,19,245,384,180,8.33,3,11.00,1,22.33,3,18.33,3,5.00,2,23.00,2
01-14-09-54-01,22,23,19,247,388,181,8.33,3,11.00,1,22.33,3,18.33,3,8.33,2,22.33,2
01-14-09-54-01,20,25,19,249,390,182,8.33,3,11.00,1,22.33,3,17.00,2,11.67,2,23.67,1
01-14-09-54-01,18,27,19,251,392,183,8.33,3,11.00,1,22.33,3,18.33,3,13.67,2,19.67,2
01-14-09-54-01,20,26,18,252,396,184,5.00,3,12.33,1,23.00,3,19.00,2,13.67,2,19.67,2
01-14-09-54-01,21,26,17,255,398,184,5.00,3,14.33,1,24.33,3,19.67,2,14.33,2,16.33,2
01-14-09-54-01,21,26,17,257,398,185,5.00,3,14.33,1,24.33,3,19.67,2,14.33,2,16.33,2
01-14-09-54-01,21,26,17,257,399,188,5.00,3,14.33,1,24.33,3,19.67,2,14.33,2,16.33,2
01-14-09-54-01,19,28,17,258,400,190,5.00,3,14.33,1,24.33,3,18.33,2,17.00,2,19.00,2
01-14-09-54-01,17,30,17,259,405,191,5.00,3,9.00,2,24.33,3,20.33,3,19.00,1,22.33,2
01-14-10-09-01,0,0,0,0,0,0,5.00,3,5.00,3,5.00,3,5.00,3,5.00,3,5.00,3
01-14-10-09-01,19,32,13,2,6,0,5.00,2,6.33,1,7.67,3,5.67,3,10.33,3,11.00,1
01-14-10-09-01,18,32,14,4,9,0,5.67,2,6.33,1,8.33,3,6.33,3,11.00,3,11.00,1
01-14-10-09-01,17,32,15,5,10,1,5.67,3,6.33,1,8.33,1,7.00,3,11.67,3,11.00,1
01-14-10-09-01,17,31,16,6,11,4,6.33,3,6.33,1,5.67,3,7.67,3,12.33,3,11.00,1
01-14-10-09-01,17,30,17,7,13,5,6.33,2,6.33,1,6.33,3,8.33,3,13.00,3,11.00,1
01-14-10-09-01,16,29,19,10,16,6,7.67,2,5.67,3,8.33,3,6.33,3,15.00,3,11.00,1
01-14-10-09-01,18,28,18,10,18,7,7.67,2,7.00,3,5.00,3,7.67,3,13.67,1,12.33,1
01-14-10-09-01,17,29,18,13,19,8,5.00,2,7.00,3,5.00,3,7.67,3,13.67,1,12.33,1
01-14-10-09-01,16,29,19,14,22,10,5.67,2,7.67,1,5.00,3,9.67,3,13.67,1,12.33,1
01-14-10-09-01,16,27,21,15,25,12,5.67,2,7.67,1,6.33,3,11.00,3,13.67,1,12.33,1
01-14-10-09-01,16,24,24,17,25,12,5.00,3,7.67,1,9.00,3,11.00,1,13.67,1,12.33,1
01-14-10-09-01,16,25,23,18,29,12,5.00,3,9.00,1,9.00,3,5.00,1,15.00,1,13.67,1
01-14-10-09-01,18,23,23,20,31,13,5.00,3,11.67,1,7.00,3,5.00,1,17.67,1,12.33,1
01-14-10-09-01,19,23,22,22,32,14,5.00,3,12.33,1,7.00,3,5.67,1,18.33,1,13.00,1
01-14-10-09-01,19,24,21,23,35,14,5.00,3,9.00,1,7.00,3,6.33,1,19.00,1,13.67,1
01-14-10-09-01,18,26,20,25,37,16,5.00,3,9.67,1,7.00,3,7.00,1,15.67,1,14.33,2
01-14-10-09-01,18,26,20,26,38,18,5.00,3,9.67,1,7.00,3,7.00,1,15.67,1,14.33,2
01-14-10-09-01,18,25,21,26,40,19,5.67,3,9.67,1,7.67,3,7.00,1,15.67,1,14.33,2
01-14-10-09-01,17,24,23,27,43,20,7.00,3,9.67,1,9.00,3,7.00,1,15.67,1,14.33,1
01-14-10-09-01,17,22,25,28,46,20,5.67,3,9.67,1,6.33,3,7.00,1,15.67,1,14.33,1
01-14-10-09-01,15,22,27,31,47,23,7.00,2,9.67,1,6.33,3,7.00,1,15.67,1,14.33,1
01-14-10-09-01,14,23,27,31,50,23,5.00,2,9.67,1,6.33,3,7.00,1,15.67,1,14.33,1
01-14-10-09-01,15,24,25,32,54,23,7.67,2,7.67,1,7.00,3,5.67,1,9.67,2,12.33,1
01-14-10-09-01,14,25,25,36,56,23,8.33,2,7.67,1,7.00,3,5.67,1,10.33,2,12.33,1
01-14-10-09-01,14,24,26,37,56,25,5.67,3,7.67,1,7.67,3,5.67,1,10.33,2,12.33,1
01-14-10-09-01,14,24,26,37,58,28,5.67,3,7.67,1,7.67,3,5.67,1,10.33,2,12.33,1
01-14-10-09-01,15,22,27,38,62,28,5.67,3,8.33,1,9.00,3,6.33,1,10.33,2,13.00,1
01-14-10-09-01,14,21,29,41,63,28,7.00,3,8.33,1,6.33,3,6.33,1,11.00,2,13.00,1
01-14-10-09-01,14,20,30,41,67,29,7.67,3,8.33,1,7.00,3,6.33,1,11.00,2,13.00,1
01-14-10-09-01,17,18,29,43,68,30,9.00,2,11.00,1,9.00,1,9.00,1,11.00,2,11.67,1
01-14-10-09-01,16,19,29,46,71,31,9.67,2,11.00,1,9.00,1,9.00,1,11.67,2,11.67,1
01-14-10-09-01,17,18,29,47,73,32,9.67,2,11.67,1,9.67,1,9.67,1,11.67,2,12.33,1
01-14-10-09-01,17,19,28,48,74,34,10.33,2,12.33,1,10.33,3,10.33,1,12.33,2,13.00,1
01-14-10-09-01,21,19,24,48,79,34,10.33,2,15.00,3,5.00,1,10.33,1,12.33,2,14.33,3
01-14-10-09-01,21,17,26,49,82,35,8.33,3,16.33,1,5.00,1,10.33,1,12.33,2,15.67,3
01-14-10-09-01,23,15,26,52,84,35,10.33,3,10.33,3,7.00,1,12.33,1,12.33,2,11.00,1
01-14-10-09-01,25,15,24,53,85,35,10.33,3,10.33,3,5.00,1,15.00,1,12.33,2,13.67,1
01-14-10-09-01,26,15,23,54,86,37,10.33,3,10.33,1,6.33,1,15.67,2,12.33,2,15.00,1
01-14-10-09-01,25,16,23,56,88,38,10.33,3,10.33,1,6.33,1,16.33,1,13.00,2,15.00,1
01-14-10-09-01,23,18,23,57,90,39,10.33,3,10.33,1,6.33,1,14.33,2,15.00,2,14.33,2
01-14-10-09-01,22,20,22,59,92,41,10.33,3,10.33,3,7.00,1,8.33,2,17.00,2,15.67,1
01-14-10-09-01,23,20,21,60,95,41,10.33,3,10.33,3,8.33,1,8.33,2,17.00,2,16.33,2
01-14-10-09-01,22,19,23,63,96,42,7.67,3,7.67,3,8.33,1,9.00,2,17.67,2,17.00,2
01-14-10-09-01,23,19,22,64,99,43,7.67,3,7.67,3,9.00,1,9.00,2,17.67,2,17.00,2
01-14-10-09-01,24,18,22,66,100,45,8.33,3,8.33,3,9.67,1,9.00,2,17.67,2,15.67,3
01-14-10-09-01,25,18,21,66,103,45,8.33,3,8.33,3,6.33,1,9.00,2,17.67,2,15.67,3
01-14-10-09-01,26,15,23,69,104,46,11.00,3,11.00,3,8.33,1,9.00,2,10.33,1,10.33,3
01-14-10-09-01,25,16,23,70,107,46,8.33,2,11.00,3,8.33,1,9.67,2,10.33,1,10.33,3
01-14-10-09-01,26,15,23,72,108,48,7.67,3,5.67,1,9.67,1,9.67,2,11.67,1,11.00,3
01-14-10-09-01,28,16,20,73,112,48,7.67,3,5.00,1,13.00,1,10.33,2,15.00,1,11.00,3
01-14-10-09-01,28,15,21,75,112,49,5.00,3,5.00,1,13.00,1,10.33,2,15.00,1,12.33,3
01-14-10-09-01,28,15,21,77,114,50,5.00,3,5.00,1,13.00,1,10.33,2,15.00,1,12.33,3
01-14-10-09-01,28,16,20,78,114,51,5.00,3,6.33,1,14.33,1,11.00,2,16.33,1,12.33,3
01-14-10-09-01,28,16,20,79,116,53,5.00,3,6.33,1,14.33,1,11.00,2,16.33,1,12.33,3
01-14-10-09-01,27,16,21,80,119,54,5.67,3,6.33,1,8.33,2,12.33,1,16.33,1,9.00,3
01-14-10-09-01,25,17,22,82,121,55,5.00,3,6.33,1,9.67,2,12.33,1,16.33,1,11.00,3
01-14-10-09-01,26,16,22,83,126,55,5.67,3,7.00,1,9.67,2,13.00,1,13.00,1,11.67,3
01-14-10-09-01,27,17,20,85,127,55,5.00,3,6.33,1,11.00,2,11.00,2,15.67,2,13.67,3
01-14-10-09-01,28,17,19,88,129,55,5.00,3,7.00,1,11.00,2,11.00,2,15.67,2,13.67,3
01-14-10-09-01,30,17,17,89,130,57,5.00,3,9.00,1,8.33,1,11.00,2,15.67,2,13.67,3
01-14-10-09-01,30,17,17,90,131,59,5.00,3,9.00,1,8.33,1,11.00,2,15.67,2,13.67,3
01-14-10-09-01,30,16,18,91,133,60,5.67,3,9.00,1,8.33,1,11.00,2,15.67,2,14.33,3
01-14-10-09-01,28,17,19,92,136,61,6.33,3,9.00,1,8.33,2,12.33,2,13.00,2,11.00,3
01-14-10-09-01,26,18,20,95,139,62,7.00,3,9.00,1,8.33,1,13.67,2,14.33,2,11.67,3
01-14-10-09-01,26,20,18,96,143,62,6.33,2,11.00,1,10.33,1,8.33,1,16.33,1,11.67,3
01-14-10-09-01,25,22,17,97,145,64,7.00,3,11.67,1,7.00,1,9.00,1,17.00,1,11.67,3
01-14-10-09-01,26,22,16,99,147,64,7.00,3,12.33,1,5.00,1,9.67,1,17.67,1,11.67,3
01-14-10-09-01,25,22,17,101,148,65,5.00,2,12.33,1,5.00,1,9.67,1,17.67,1,12.33,3
01-14-10-09-01,26,21,17,102,151,67,5.00,2,14.33,1,7.00,1,5.00,1,19.67,1,9.00,3
01-14-10-09-01,24,22,18,104,152,68,6.33,2,14.33,1,7.00,1,5.00,1,19.67,1,9.67,3
01-14-10-09-01,24,23,17,106,156,69,7.67,2,14.33,3,7.67,1,5.67,1,20.33,1,9.67,3
01-14-10-09-01,23,25,16,106,157,70,9.00,3,14.33,3,5.00,1,7.00,1,21.67,1,5.67,2
01-14-10-09-01,22,27,15,109,161,71,9.00,3,14.33,3,5.67,1,7.67,1,18.33,1,7.67,2
01-14-10-09-01,22,26,16,110,162,71,9.67,3,15.00,3,5.67,1,7.67,1,18.33,1,7.67,2
01-14-10-09-01,24,25,15,111,165,73,10.33,3,15.67,3,5.00,1,5.67,1,19.67,1,7.67,2
01-14-10-09-01,23,25,16,115,167,73,7.00,3,16.33,3,5.00,1,5.67,1,19.67,1,8.33,2
01-14-10-09-01,23,24,17,116,167,74,5.00,3,17.67,3,5.00,1,5.67,1,19.67,1,8.33,2
01-14-10-09-01,22,25,17,116,168,78,5.00,3,17.67,3,5.00,1,5.67,1,19.67,1,9.00,2
01-14-10-09-01,21,26,17,116,171,79,5.00,3,14.33,2,5.00,1,5.67,1,19.67,1,11.00,2
01-14-10-09-01,19,27,18,119,175,79,5.67,3,14.33,3,5.00,1,5.67,1,19.67,1,6.33,2
01-14-10-09-01,18,26,20,121,178,79,5.00,3,9.67,3,5.00,1,5.67,1,19.67,1,7.00,2
01-14-10-09-01,21,25,18,122,180,80,5.00,3,11.67,3,7.00,1,5.00,1,17.67,1,7.00,2
01-14-10-09-01,23,25,16,123,183,80,5.00,3,11.67,3,9.67,1,7.67,1,12.33,1,7.00,2
01-14-10-09-01,24,24,16,126,183,82,5.67,3,12.33,3,10.33,1,8.33,1,13.00,1,7.00,2
01-14-10-09-01,23,25,16,126,185,84,5.67,3,12.33,3,10.33,1,8.33,1,13.00,1,7.67,2
01-14-10-09-01,22,27,15,127,187,86,5.67,3,12.33,3,11.00,1,9.00,1,13.67,1,9.67,2
01-14-10-09-01,20,29,15,129,192,86,5.67,3,12.33,3,11.00,1,9.00,1,13.67,1,11.67,2
01-14-10-09-01,18,30,16,132,192,87,6.33,3,13.00,3,11.00,1,9.00,1,13.67,1,9.67,2
01-14-10-09-01,19,30,15,132,195,89,6.33,3,13.00,3,12.33,1,10.33,1,15.00,1,9.67,2
01-14-10-09-01,21,29,14,133,198,89,7.00,3,5.67,1,16.33,1,13.00,2,7.00,1,9.67,2
01-14-10-09-01,21,27,16,137,198,89,9.00,3,5.67,1,16.33,1,13.00,2,7.00,1,9.67,2
01-14-10-09-01,21,27,16,137,199,92,9.00,3,5.67,1,16.33,1,13.00,2,7.00,1,9.67,2
01-14-10-09-01,21,26,17,137,203,94,9.67,3,5.67,1,16.33,1,13.00,2,7.00,1,9.67,2
01-14-10-09-01,19,25,20,140,206,94,5.67,2,5.67,1,15.67,2,14.33,1,7.00,1,12.33,2
